id,date,source,score,label
411,2026-06-12,Ведомости,-0.5,негатив
412,2026-06-12,Ведомости,0.0,нейтрал
413,2026-06-12,Ведомости,0.0,нейтрал
414,2026-06-12,Ведомости,0.0,нейтрал
415,2026-06-12,Ведомости,0.0,нейтрал
416,2026-06-12,Ведомости,-0.5,негатив
417,2026-06-12,Ведомости,0.0,нейтрал
418,2026-06-12,Ведомости,-0.5,негатив
419,2026-06-12,Ведомости,0.0,нейтрал
420,2026-06-12,Ведомости,0.0,нейтрал
421,2026-06-12,Ведомости,0.0,нейтрал
422,2026-06-12,Ведомости,0.5,позитив
423,2026-06-12,Ведомости,0.0,нейтрал
424,2026-06-12,Ведомости,0.0,нейтрал
425,2026-06-12,Ведомости,0.0,нейтрал
426,2026-06-12,Ведомости,-0.25,негатив
427,2026-06-12,Ведомости,0.0,нейтрал
428,2026-06-12,Ведомости,0.5,позитив
429,2026-06-12,Ведомости,0.0,нейтрал
430,2026-06-12,Ведомости,-0.5,негатив
431,2026-06-12,Ведомости,0.5,позитив
432,2026-06-12,Ведомости,0.0,нейтрал
433,2026-06-12,Ведомости,0.0,нейтрал
434,2026-06-12,Ведомости,0.0,нейтрал
435,2026-06-12,Ведомости,0.0,нейтрал
436,2026-06-12,Ведомости,0.0,нейтрал
437,2026-06-12,Ведомости,0.0,нейтрал
438,2026-06-12,Ведомости,0.0,нейтрал
439,2026-06-12,Ведомости,0.0,нейтрал
440,2026-06-12,Ведомости,-0.5,негатив
441,2026-06-12,Ведомости,-0.5,негатив
442,2026-06-12,Ведомости,0.5,позитив
443,2026-06-12,Ведомости,0.0,нейтрал
444,2026-06-12,Ведомости,0.0,нейтрал
445,2026-06-12,Ведомости,0.0,нейтрал
446,2026-06-12,Ведомости,0.0,нейтрал
447,2026-06-12,Ведомости,-0.5,негатив
448,2026-06-12,Ведомости,0.0,нейтрал
449,2026-06-12,Ведомости,0.0,нейтрал
450,2026-06-12,Ведомости,0.5,позитив
451,2026-06-11,Ведомости,0.0,нейтрал
452,2026-06-11,Ведомости,0.0,нейтрал
453,2026-06-11,Ведомости,0.0,нейтрал
454,2026-06-11,Ведомости,0.5,позитив
455,2026-06-11,Ведомости,0.0,нейтрал
456,2026-06-11,Ведомости,0.0,нейтрал
457,2026-06-11,Ведомости,0.0,нейтрал
458,2026-06-11,Ведомости,0.0,нейтрал
459,2026-06-11,Ведомости,0.0,нейтрал
460,2026-06-11,Ведомости,-0.5,негатив
461,2026-06-11,Ведомости,0.0,нейтрал
462,2026-06-11,Ведомости,-0.5,негатив
463,2026-06-11,Ведомости,0.0,нейтрал
464,2026-06-11,Ведомости,-0.5,негатив
465,2026-06-11,Ведомости,0.0,нейтрал
466,2026-06-11,Ведомости,0.0,нейтрал
467,2026-06-11,Ведомости,0.0,нейтрал
468,2026-06-11,Ведомости,0.0,нейтрал
469,2026-06-11,Ведомости,0.0,нейтрал
470,2026-06-11,Ведомости,0.0,нейтрал
471,2026-06-11,Ведомости,0.0,нейтрал
472,2026-06-11,Ведомости,-0.5,негатив
473,2026-06-11,Ведомости,0.0,нейтрал
474,2026-06-11,Ведомости,0.5,позитив
475,2026-06-11,Ведомости,-0.5,негатив
476,2026-06-11,Ведомости,-0.25,негатив
477,2026-06-11,Ведомости,-0.5,негатив
478,2026-06-11,Ведомости,0.0,нейтрал
479,2026-06-11,Ведомости,0.0,нейтрал
480,2026-06-11,Ведомости,-0.5,негатив
481,2026-06-11,Ведомости,0.0,нейтрал
482,2026-06-11,Ведомости,0.0,нейтрал
483,2026-06-11,Ведомости,0.0,нейтрал
484,2026-06-11,Ведомости,0.0,нейтрал
485,2026-06-11,Ведомости,0.0,нейтрал
486,2026-06-11,Ведомости,0.0,нейтрал
487,2026-06-11,Ведомости,0.0,нейтрал
488,2026-06-11,Ведомости,0.5,позитив
489,2026-06-11,Ведомости,0.0,нейтрал
490,2026-06-11,Ведомости,0.5,позитив
491,2026-06-11,Ведомости,0.0,нейтрал
492,2026-06-11,Ведомости,0.0,нейтрал
493,2026-06-11,Ведомости,-0.5,негатив
494,2026-06-11,Ведомости,0.5,позитив
495,2026-06-11,Ведомости,-0.5,негатив
496,2026-06-11,Ведомости,0.0,нейтрал
497,2026-06-14,РБК,-0.25,негатив
498,2026-06-14,РБК,-0.6667,негатив
499,2026-06-14,РБК,0.0,нейтрал
500,2026-06-14,РБК,-0.75,негатив
501,2026-06-14,РБК,0.0,нейтрал
502,2026-06-14,РБК,0.6667,позитив
503,2026-06-14,РБК,0.25,позитив
504,2026-06-14,РБК,0.6667,позитив
505,2026-06-14,РБК,0.5,позитив
506,2026-06-14,РБК,0.6667,позитив
507,2026-06-14,РБК,0.0,нейтрал
508,2026-06-14,РБК,-0.5,негатив
509,2026-06-14,РБК,0.6667,позитив
510,2026-06-14,РБК,0.0,нейтрал
511,2026-06-14,РБК,0.5,позитив
512,2026-06-14,РБК,0.5,позитив
513,2026-06-14,РБК,0.5,позитив
514,2026-06-14,РБК,-0.8,негатив
515,2026-06-14,РБК,0.0,нейтрал
516,2026-06-14,РБК,-0.6667,негатив
517,2026-06-14,РБК,0.0,нейтрал
518,2026-06-14,РБК,-0.8,негатив
519,2026-06-14,РБК,0.0,нейтрал
520,2026-06-14,РБК,0.6667,позитив
521,2026-06-14,РБК,0.5,позитив
522,2026-06-14,РБК,0.5,позитив
523,2026-06-14,РБК,-0.5,негатив
524,2026-06-14,РБК,-0.5,негатив
525,2026-06-14,РБК,0.5,позитив
526,2026-06-14,РБК,0.0,нейтрал
527,2026-06-14,ТАСС,0.5,позитив
528,2026-06-14,ТАСС,0.6667,позитив
529,2026-06-14,ТАСС,0.5,позитив
530,2026-06-14,ТАСС,-0.75,негатив
531,2026-06-14,ТАСС,-0.5,негатив
532,2026-06-14,ТАСС,-0.5,негатив
533,2026-06-14,ТАСС,0.0,нейтрал
534,2026-06-14,ТАСС,0.0,нейтрал
535,2026-06-14,ТАСС,0.0,нейтрал
536,2026-06-14,ТАСС,-0.6667,негатив
537,2026-06-14,ТАСС,0.0,нейтрал
538,2026-06-14,ТАСС,-0.6667,негатив
539,2026-06-14,ТАСС,-0.5,негатив
540,2026-06-14,ТАСС,-0.5,негатив
541,2026-06-14,ТАСС,0.0,нейтрал
542,2026-06-14,ТАСС,-0.6667,негатив
543,2026-06-14,ТАСС,0.5,позитив
544,2026-06-14,ТАСС,-0.5,негатив
545,2026-06-14,ТАСС,0.0,нейтрал
546,2026-06-14,ТАСС,0.0,нейтрал
547,2026-06-14,ТАСС,0.6667,позитив
548,2026-06-14,ТАСС,0.0,нейтрал
549,2026-06-14,ТАСС,-0.8,негатив
550,2026-06-14,ТАСС,0.0,нейтрал
551,2026-06-14,ТАСС,0.0,нейтрал
552,2026-06-14,ТАСС,-0.5,негатив
553,2026-06-14,ТАСС,0.0,нейтрал
554,2026-06-14,ТАСС,-0.5,негатив
555,2026-06-14,ТАСС,-0.6667,негатив
556,2026-06-14,ТАСС,-0.5,негатив
557,2026-06-14,ТАСС,-0.6667,негатив
558,2026-06-14,ТАСС,0.0,нейтрал
559,2026-06-14,ТАСС,0.0,нейтрал
